ID,NAME,MAKE,MODEL,YEAR,MPG,TRANSMISSION,DOORS,SUBMODEL,MSRP,RATING,CONSUMER_RATING,PHOTO
200703618,SH-AWD w/Advance Package 4dr Sedan AWD (3.5L 6cyl 9A),Acura,TLX,2015,"Highway:31;City:21",AUTOMATIC,4,TLX Sedan,44800,B,4,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg
200703608,4dr Sedan (3.5L 6cyl 9A),Acura,TLX,2015,"Highway:34;City:21",AUTOMATIC,4,TLX Sedan,35320,B,4,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg
200703609,Advance Package 4dr Sedan (3.5L 6cyl 9A),Acura,TLX,2015,"Highway:34;City:21",AUTOMATIC,4,TLX Sedan,42600,B,4,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg
200703614,Technology Package 4dr Sedan (2.4L 4cyl 8AM),Acura,TLX,2015,"Highway:35;City:24",AUTOMATED MANUAL,4,TLX Sedan,35500,B,4,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg
200703615,SH-AWD w/Technology Package 4dr Sedan AWD (3.5L 6cyl 9A),Acura,TLX,2015,"Highway:31;City:21",AUTOMATIC,4,TLX Sedan,41575,B,4,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg
200703610,Technology Package 4dr Sedan (3.5L 6cyl 9A),Acura,TLX,2015,"Highway:34;City:21",AUTOMATIC,4,TLX Sedan,39375,B,4,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg
200673635,4dr Sedan (2.4L 4cyl 8AM),Acura,TLX,2015,"Highway:35;City:24",AUTOMATED MANUAL,4,TLX Sedan,31445,B,4,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg
200464146,2dr Coupe (1.7L 4cyl Turbo 6AM),Alfa Romeo,4C,2015,"Highway:34;City:24",AUTOMATED MANUAL,2,4C Coupe,53900,B,,http://media.ed.edmunds-media.com/alfa-romeo/4c/2015/oem/2015_alfa-romeo_4c_coupe_base_fq_oem_20_300.jpg
200708065,Launch Edition 2dr Coupe (1.7L 4cyl Turbo 6AM),Alfa Romeo,4C,2015,"Highway:34;City:24",AUTOMATED MANUAL,2,4C Coupe,68400,B,,http://media.ed.edmunds-media.com/alfa-romeo/4c/2015/oem/2015_alfa-romeo_4c_coupe_base_fq_oem_20_300.jpg
200722371,1.8 TFSI Premium Plus 4dr Sedan (1.8L 4cyl Turbo 6AM),Audi,A3,2015,"Highway:33;City:23",AUTOMATED MANUAL,4,A3 Sedan,32450,A,4.095,http://media.ed.edmunds-media.com/audi/a3/2015/oem/2015_audi_a3_sedan_20-tfsi-premium-plus-quattro_fq_oem_2_300.jpg
200675092,1.8 TFSI Premium 4dr Sedan (1.8L 4cyl Turbo 6AM),Audi,A3,2015,"Highway:33;City:23",AUTOMATED MANUAL,4,A3 Sedan,29900,A,4.095,http://media.ed.edmunds-media.com/audi/a3/2015/oem/2015_audi_a3_sedan_20-tfsi-premium-plus-quattro_fq_oem_2_300.jpg
200722374,2.0 TFSI Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),Audi,A3,2015,"Highway:33;City:24",AUTOMATED MANUAL,4,A3 Sedan,41650,A,4.095,http://media.ed.edmunds-media.com/audi/a3/2015/oem/2015_audi_a3_sedan_20-tfsi-premium-plus-quattro_fq_oem_2_300.jpg
200428354,2.0 TFSI Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),Audi,A3,2015,"Highway:33;City:24",AUTOMATED MANUAL,4,A3 Sedan,33200,A,4.095,http://media.ed.edmunds-media.com/audi/a3/2015/oem/2015_audi_a3_sedan_20-tfsi-premium-plus-quattro_fq_oem_2_300.jpg
200722372,1.8 TFSI Prestige 4dr Sedan (1.8L 4cyl Turbo 6AM),Audi,A3,2015,"Highway:33;City:23",AUTOMATED MANUAL,4,A3 Sedan,38350,A,4.095,http://media.ed.edmunds-media.com/audi/a3/2015/oem/2015_audi_a3_sedan_20-tfsi-premium-plus-quattro_fq_oem_2_300.jpg
200722373,2.0 TFSI Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),Audi,A3,2015,"Highway:33;City:24",AUTOMATED MANUAL,4,A3 Sedan,35750,A,4.095,http://media.ed.edmunds-media.com/audi/a3/2015/oem/2015_audi_a3_sedan_20-tfsi-premium-plus-quattro_fq_oem_2_300.jpg
200701696,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Audi,A4,2015,"Highway:31;City:22",AUTOMATIC,4,A4 Sedan,37600,A,,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg
200701689,2.0T Prestige 4dr Sedan (2.0L 4cyl Turbo CVT),Audi,A4,2015,"Highway:32;City:24",AUTOMATIC,4,A4 Sedan,42900,A,,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg
200701698,2.0T Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Audi,A4,2015,"Highway:31;City:22",AUTOMATIC,4,A4 Sedan,45000,A,,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg
200701687,2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT),Audi,A4,2015,"Highway:32;City:24",AUTOMATIC,4,A4 Sedan,35500,A,,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg
200701693,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M),Audi,A4,2015,"Highway:32;City:22",MANUAL,4,A4 Sedan,36400,A,,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg
200701695,2.0T Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M),Audi,A4,2015,"Highway:32;City:22",MANUAL,4,A4 Sedan,43800,A,,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg
200701694,2.0T Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M),Audi,A4,2015,"Highway:32;City:22",MANUAL,4,A4 Sedan,38500,A,,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg
200701697,2.0T Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Audi,A4,2015,"Highway:31;City:22",AUTOMATIC,4,A4 Sedan,39700,A,,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg
200701688,2.0T Premium Plus 4dr Sedan (2.0L 4cyl Turbo CVT),Audi,A4,2015,"Highway:32;City:24",AUTOMATIC,4,A4 Sedan,37600,A,,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg
200702238,2.0T Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Audi,A5,2015,"Highway:31;City:22",AUTOMATIC,2,A5 Coupe,41200,A,,http://media.ed.edmunds-media.com/audi/a5/2015/oem/2015_audi_a5_coupe_20t-premium-quattro_fq_oem_5_300.jpg
200702240,2.0T Prestige quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Audi,A5,2015,"Highway:31;City:22",AUTOMATIC,2,A5 Coupe,49600,A,,http://media.ed.edmunds-media.com/audi/a5/2015/oem/2015_audi_a5_coupe_20t-premium-quattro_fq_oem_5_300.jpg
200702234,2.0T Prestige quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M),Audi,A5,2015,"Highway:32;City:22",MANUAL,2,A5 Coupe,48400,A,,http://media.ed.edmunds-media.com/audi/a5/2015/oem/2015_audi_a5_coupe_20t-premium-quattro_fq_oem_5_300.jpg
200702233,2.0T Premium Plus quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M),Audi,A5,2015,"Highway:32;City:22",MANUAL,2,A5 Coupe,42300,A,,http://media.ed.edmunds-media.com/audi/a5/2015/oem/2015_audi_a5_coupe_20t-premium-quattro_fq_oem_5_300.jpg
200702239,2.0T Premium Plus quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Audi,A5,2015,"Highway:31;City:22",AUTOMATIC,2,A5 Coupe,43500,A,,http://media.ed.edmunds-media.com/audi/a5/2015/oem/2015_audi_a5_coupe_20t-premium-quattro_fq_oem_5_300.jpg
200702232,2.0T Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M),Audi,A5,2015,"Highway:32;City:22",MANUAL,2,A5 Coupe,40000,A,,http://media.ed.edmunds-media.com/audi/a5/2015/oem/2015_audi_a5_coupe_20t-premium-quattro_fq_oem_5_300.jpg
200703026,2.0T Premium Plus 4dr Sedan (2.0L 4cyl Turbo CVT),Audi,A6,2015,"Highway:33;City:25",AUTOMATIC,4,A6 Sedan,48350,A,4,http://media.ed.edmunds-media.com/audi/a6/2013/oem/2013_audi_a6_sedan_30t-premium-quattro_fq_oem_1_300.jpg
200703025,2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT),Audi,A6,2015,"Highway:33;City:25",AUTOMATIC,4,A6 Sedan,44800,A,4,http://media.ed.edmunds-media.com/audi/a6/2013/oem/2013_audi_a6_sedan_30t-premium-quattro_fq_oem_1_300.jpg
200703027,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Audi,A6,2015,"Highway:29;City:20",AUTOMATIC,4,A6 Sedan,46900,A,4,http://media.ed.edmunds-media.com/audi/a6/2013/oem/2013_audi_a6_sedan_30t-premium-quattro_fq_oem_1_300.jpg
200703029,3.0T Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),Audi,A6,2015,"Highway:27;City:18",AUTOMATIC,4,A6 Sedan,56300,A,4,http://media.ed.edmunds-media.com/audi/a6/2013/oem/2013_audi_a6_sedan_30t-premium-quattro_fq_oem_1_300.jpg
200703028,2.0T Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Audi,A6,2015,"Highway:29;City:20",AUTOMATIC,4,A6 Sedan,50450,A,4,http://media.ed.edmunds-media.com/audi/a6/2013/oem/2013_audi_a6_sedan_30t-premium-quattro_fq_oem_1_300.jpg
200703030,3.0T Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),Audi,A6,2015,"Highway:27;City:18",AUTOMATIC,4,A6 Sedan,60100,A,4,http://media.ed.edmunds-media.com/audi/a6/2013/oem/2013_audi_a6_sedan_30t-premium-quattro_fq_oem_1_300.jpg
200703193,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),Audi,A7,2015,"Highway:28;City:18",AUTOMATIC,4,A7 Sedan,65900,A,4,http://media.ed.edmunds-media.com/audi/a7/2015/oem/2015_audi_a7_sedan_prestige-quattro_fq_oem_2_300.jpg
200703195,Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),Audi,A7,2015,"Highway:28;City:18",AUTOMATIC,4,A7 Sedan,69750,A,4,http://media.ed.edmunds-media.com/audi/a7/2015/oem/2015_audi_a7_sedan_prestige-quattro_fq_oem_2_300.jpg
200709265,Prestige 4dr SUV (2.0L 4cyl Turbo 6A),Audi,Q3,2015,"Highway:29;City:20",AUTOMATIC,4,Q3 SUV,36400,C,3.958,http://media.ed.edmunds-media.com/audi/q3/2015/oem/2015_audi_q3_4dr-suv_prestige-quattro_fq_oem_4_300.jpg
200709267,Prestige quattro 4dr SUV AWD (2.0L 4cyl Turbo 6A),Audi,Q3,2015,"Highway:28;City:20",AUTOMATIC,4,Q3 SUV,38500,C,3.958,http://media.ed.edmunds-media.com/audi/q3/2015/oem/2015_audi_q3_4dr-suv_prestige-quattro_fq_oem_4_300.jpg
200709266,Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 6A),Audi,Q3,2015,"Highway:28;City:20",AUTOMATIC,4,Q3 SUV,34600,C,3.958,http://media.ed.edmunds-media.com/audi/q3/2015/oem/2015_audi_q3_4dr-suv_prestige-quattro_fq_oem_4_300.jpg
101254337,Premium Plus 4dr SUV (2.0L 4cyl Turbo 6A),Audi,Q3,2015,"Highway:29;City:20",AUTOMATIC,4,Q3 SUV,32500,C,3.958,http://media.ed.edmunds-media.com/audi/q3/2015/oem/2015_audi_q3_4dr-suv_prestige-quattro_fq_oem_4_300.jpg
200702780,2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Audi,Q5,2015,"Highway:28;City:20",AUTOMATIC,4,Q5 SUV,39300,B,4.238,http://media.ed.edmunds-media.com/audi/q5/2015/oem/2015_audi_q5_4dr-suv_tdi-prestige-quattro_fq_oem_3_300.jpg
200702781,2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Audi,Q5,2015,"Highway:28;City:20",AUTOMATIC,4,Q5 SUV,42200,B,4.238,http://media.ed.edmunds-media.com/audi/q5/2015/oem/2015_audi_q5_4dr-suv_tdi-prestige-quattro_fq_oem_3_300.jpg
200702784,3.0T Prestige quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Audi,Q5,2015,"Highway:26;City:18",AUTOMATIC,4,Q5 SUV,52900,B,4.238,http://media.ed.edmunds-media.com/audi/q5/2015/oem/2015_audi_q5_4dr-suv_tdi-prestige-quattro_fq_oem_3_300.jpg
200702783,3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Audi,Q5,2015,"Highway:26;City:18",AUTOMATIC,4,Q5 SUV,45400,B,4.238,http://media.ed.edmunds-media.com/audi/q5/2015/oem/2015_audi_q5_4dr-suv_tdi-prestige-quattro_fq_oem_3_300.jpg
200703523,TDI Premium quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Audi,Q7,2015,"Highway:28;City:19",AUTOMATIC,4,Q7 Diesel,53400,B,3.5,http://media.ed.edmunds-media.com/audi/q7/2014/oem/2014_audi_q7_4dr-suv_30t-s-line-prestige-quattro_fq_oem_1_300.jpg
200703524,TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Audi,Q7,2015,"Highway:28;City:19",AUTOMATIC,4,Q7 Diesel,59900,B,3.5,http://media.ed.edmunds-media.com/audi/q7/2014/oem/2014_audi_q7_4dr-suv_30t-s-line-prestige-quattro_fq_oem_1_300.jpg
200703525,TDI Prestige quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Audi,Q7,2015,"Highway:28;City:19",AUTOMATIC,4,Q7 Diesel,65400,B,3.5,http://media.ed.edmunds-media.com/audi/q7/2014/oem/2014_audi_q7_4dr-suv_30t-s-line-prestige-quattro_fq_oem_1_300.jpg
200701609,2.0T Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),Audi,S3,2015,"Highway:31;City:23",AUTOMATED MANUAL,4,S3 Sedan,47000,A,4.562,http://media.ed.edmunds-media.com/audi/s3/2015/oem/2015_audi_s3_sedan_20t-prestige-quattro_fq_oem_2_300.jpg
200466202,2.0T Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),Audi,S3,2015,"Highway:31;City:23",AUTOMATED MANUAL,4,S3 Sedan,41100,A,4.562,http://media.ed.edmunds-media.com/audi/s3/2015/oem/2015_audi_s3_sedan_20t-prestige-quattro_fq_oem_2_300.jpg
200701955,Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 7AM),Audi,S4,2015,"Highway:28;City:18",AUTOMATED MANUAL,4,S4 Sedan,55700,A,4.75,http://media.ed.edmunds-media.com/audi/s4/2015/oem/2015_audi_s4_sedan_prestige-quattro_fq_oem_2_300.jpg
200701954,Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 6M),Audi,S4,2015,"Highway:26;City:17",MANUAL,4,S4 Sedan,54300,A,4.75,http://media.ed.edmunds-media.com/audi/s4/2015/oem/2015_audi_s4_sedan_prestige-quattro_fq_oem_2_300.jpg
200701953,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 7AM),Audi,S4,2015,"Highway:28;City:18",AUTOMATED MANUAL,4,S4 Sedan,49800,A,4.75,http://media.ed.edmunds-media.com/audi/s4/2015/oem/2015_audi_s4_sedan_prestige-quattro_fq_oem_2_300.jpg
200701952,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 6M),Audi,S4,2015,"Highway:26;City:17",MANUAL,4,S4 Sedan,48400,A,4.75,http://media.ed.edmunds-media.com/audi/s4/2015/oem/2015_audi_s4_sedan_prestige-quattro_fq_oem_2_300.jpg
200702463,Prestige quattro 2dr Coupe AWD (3.0L 6cyl S/C 6M),Audi,S5,2015,"Highway:26;City:17",MANUAL,2,S5 Coupe,58750,A,5,http://media.ed.edmunds-media.com/audi/s5/2015/oem/2015_audi_s5_coupe_prestige-quattro_fq_oem_4_300.jpg
200702462,Premium Plus quattro 2dr Coupe AWD (3.0L 6cyl S/C 7AM),Audi,S5,2015,"Highway:28;City:18",AUTOMATED MANUAL,2,S5 Coupe,53900,A,5,http://media.ed.edmunds-media.com/audi/s5/2015/oem/2015_audi_s5_coupe_prestige-quattro_fq_oem_4_300.jpg
200702464,Prestige quattro 2dr Coupe AWD (3.0L 6cyl S/C 7AM),Audi,S5,2015,"Highway:28;City:18",AUTOMATED MANUAL,2,S5 Coupe,60150,A,5,http://media.ed.edmunds-media.com/audi/s5/2015/oem/2015_audi_s5_coupe_prestige-quattro_fq_oem_4_300.jpg
200702461,Premium Plus quattro 2dr Coupe AWD (3.0L 6cyl S/C 6M),Audi,S5,2015,"Highway:26;City:17",MANUAL,2,S5 Coupe,52500,A,5,http://media.ed.edmunds-media.com/audi/s5/2015/oem/2015_audi_s5_coupe_prestige-quattro_fq_oem_4_300.jpg
200698866,quattro 4dr Sedan AWD (4.0L 8cyl Turbo 8A),Audi,S8,2015,"Highway:27;City:17",AUTOMATIC,4,S8 Sedan,114900,A,,http://media.ed.edmunds-media.com/audi/s8/2015/oem/2015_audi_s8_sedan_quattro_fq_oem_11_300.jpg
200702877,3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Audi,SQ5,2015,"Highway:24;City:17",AUTOMATIC,4,SQ5 SUV,52700,B,,http://media.ed.edmunds-media.com/audi/sq5/2014/oem/2014_audi_sq5_4dr-suv_30t-premium-plus-quattro_fq_oem_1_300.jpg
200702878,3.0T Prestige quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Audi,SQ5,2015,"Highway:24;City:17",AUTOMATIC,4,SQ5 SUV,60200,B,,http://media.ed.edmunds-media.com/audi/sq5/2014/oem/2014_audi_sq5_4dr-suv_30t-premium-plus-quattro_fq_oem_1_300.jpg
200707504,M235i 2dr Coupe (3.0L 6cyl Turbo 8A),BMW,2 Series,2015,"Highway:32;City:21",AUTOMATIC,2,2 Series Coupe,43100,A,,http://media.ed.edmunds-media.com/bmw/2-series/2015/oem/2015_bmw_2-series_convertible_228i_fq_oem_4_300.jpg
200707503,228i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),BMW,2 Series,2015,"Highway:35;City:23",AUTOMATIC,2,2 Series Coupe,33900,A,,http://media.ed.edmunds-media.com/bmw/2-series/2015/oem/2015_bmw_2-series_convertible_228i_fq_oem_4_300.jpg
200721943,228i xDrive 2dr Convertible AWD (2.0L 4cyl Turbo 8A),BMW,2 Series,2015,"Highway:33;City:22",AUTOMATIC,2,2 Series Convertible,39700,A,,http://media.ed.edmunds-media.com/bmw/2-series/2015/oem/2015_bmw_2-series_convertible_228i_fq_oem_4_300.jpg
200676055,228i 2dr Convertible (2.0L 4cyl Turbo 8A),BMW,2 Series,2015,"Highway:34;City:23",AUTOMATIC,2,2 Series Convertible,37900,A,,http://media.ed.edmunds-media.com/bmw/2-series/2015/oem/2015_bmw_2-series_convertible_228i_fq_oem_4_300.jpg
200707502,228i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),BMW,2 Series,2015,"Highway:35;City:23",AUTOMATIC,2,2 Series Coupe,33900,A,,http://media.ed.edmunds-media.com/bmw/2-series/2015/oem/2015_bmw_2-series_convertible_228i_fq_oem_4_300.jpg
200707505,M235i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),BMW,2 Series,2015,"Highway:30;City:20",AUTOMATIC,2,2 Series Coupe,44900,A,,http://media.ed.edmunds-media.com/bmw/2-series/2015/oem/2015_bmw_2-series_convertible_228i_fq_oem_4_300.jpg
200707501,228i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),BMW,2 Series,2015,"Highway:36;City:23",AUTOMATIC,2,2 Series Coupe,32100,A,,http://media.ed.edmunds-media.com/bmw/2-series/2015/oem/2015_bmw_2-series_convertible_228i_fq_oem_4_300.jpg
200707500,228i 2dr Coupe (2.0L 4cyl Turbo 8A),BMW,2 Series,2015,"Highway:36;City:23",AUTOMATIC,2,2 Series Coupe,32100,A,,http://media.ed.edmunds-media.com/bmw/2-series/2015/oem/2015_bmw_2-series_convertible_228i_fq_oem_4_300.jpg
200721944,M235i 2dr Convertible (3.0L 6cyl Turbo 8A),BMW,2 Series,2015,"Highway:32;City:21",AUTOMATIC,2,2 Series Convertible,47700,A,,http://media.ed.edmunds-media.com/bmw/2-series/2015/oem/2015_bmw_2-series_convertible_228i_fq_oem_4_300.jpg
200704016,328i SULEV 4dr Sedan (2.0L 4cyl Turbo 8A),BMW,3 Series,2015,"Highway:35;City:23",AUTOMATIC,4,3 Series Sedan,37500,A,,http://media.ed.edmunds-media.com/bmw/3-series/2014/oem/2014_bmw_3-series_wagon_328i-xdrive_fq_oem_3_300.jpg
200704018,328i xDrive SULEV 4dr Sedan AWD (2.0L 4cyl Turbo 8A),BMW,3 Series,2015,"Highway:33;City:22",AUTOMATIC,4,3 Series Sedan,39500,A,,http://media.ed.edmunds-media.com/bmw/3-series/2014/oem/2014_bmw_3-series_wagon_328i-xdrive_fq_oem_3_300.jpg
200704017,328i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),BMW,3 Series,2015,"Highway:33;City:22",AUTOMATIC,4,3 Series Sedan,39500,A,,http://media.ed.edmunds-media.com/bmw/3-series/2014/oem/2014_bmw_3-series_wagon_328i-xdrive_fq_oem_3_300.jpg
200704013,320i 4dr Sedan (2.0L 4cyl Turbo 8A),BMW,3 Series,2015,"Highway:36;City:24",AUTOMATIC,4,3 Series Sedan,32950,A,,http://media.ed.edmunds-media.com/bmw/3-series/2014/oem/2014_bmw_3-series_wagon_328i-xdrive_fq_oem_3_300.jpg
200704022,335i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),BMW,3 Series,2015,"Highway:30;City:20",AUTOMATIC,4,3 Series Sedan,45750,A,,http://media.ed.edmunds-media.com/bmw/3-series/2014/oem/2014_bmw_3-series_wagon_328i-xdrive_fq_oem_3_300.jpg
200704021,335i 4dr Sedan (3.0L 6cyl Turbo 8A),BMW,3 Series,2015,"Highway:32;City:21",AUTOMATIC,4,3 Series Sedan,43750,A,,http://media.ed.edmunds-media.com/bmw/3-series/2014/oem/2014_bmw_3-series_wagon_328i-xdrive_fq_oem_3_300.jpg
200704014,320i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),BMW,3 Series,2015,"Highway:35;City:23",AUTOMATIC,4,3 Series Sedan,34950,A,,http://media.ed.edmunds-media.com/bmw/3-series/2014/oem/2014_bmw_3-series_wagon_328i-xdrive_fq_oem_3_300.jpg
200704015,328i 4dr Sedan (2.0L 4cyl Turbo 8A),BMW,3 Series,2015,"Highway:35;City:23",AUTOMATIC,4,3 Series Sedan,37500,A,,http://media.ed.edmunds-media.com/bmw/3-series/2014/oem/2014_bmw_3-series_wagon_328i-xdrive_fq_oem_3_300.jpg
200706932,328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),BMW,3 Series Gran Turismo,2015,"Highway:33;City:22",AUTOMATIC,4,3 Series Gran Turismo Hatchback,41850,A,,http://media.ed.edmunds-media.com/bmw/3-series-gran-turismo/2014/oem/2014_bmw_3-series-gran-turismo_4dr-hatchback_335i-xdrive_fq_oem_4_300.jpg
200706933,328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),BMW,3 Series Gran Turismo,2015,"Highway:33;City:22",AUTOMATIC,4,3 Series Gran Turismo Hatchback,41850,A,,http://media.ed.edmunds-media.com/bmw/3-series-gran-turismo/2014/oem/2014_bmw_3-series-gran-turismo_4dr-hatchback_335i-xdrive_fq_oem_4_300.jpg
200706934,335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),BMW,3 Series Gran Turismo,2015,"Highway:30;City:20",AUTOMATIC,4,3 Series Gran Turismo Hatchback,47250,A,,http://media.ed.edmunds-media.com/bmw/3-series-gran-turismo/2014/oem/2014_bmw_3-series-gran-turismo_4dr-hatchback_335i-xdrive_fq_oem_4_300.jpg
200704638,428i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),BMW,4 Series,2015,"Highway:33;City:22",AUTOMATIC,2,4 Series Coupe,42750,A,,http://media.ed.edmunds-media.com/bmw/4-series/2014/oem/2014_bmw_4-series_coupe_435i_fq_oem_4_300.jpg
200704637,428i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),BMW,4 Series,2015,"Highway:35;City:23",AUTOMATIC,2,4 Series Coupe,40750,A,,http://media.ed.edmunds-media.com/bmw/4-series/2014/oem/2014_bmw_4-series_coupe_435i_fq_oem_4_300.jpg
200704639,428i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),BMW,4 Series,2015,"Highway:33;City:22",AUTOMATIC,2,4 Series Coupe,42750,A,,http://media.ed.edmunds-media.com/bmw/4-series/2014/oem/2014_bmw_4-series_coupe_435i_fq_oem_4_300.jpg
200704630,435i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),BMW,4 Series,2015,"Highway:30;City:20",AUTOMATIC,2,4 Series Coupe,48250,A,,http://media.ed.edmunds-media.com/bmw/4-series/2014/oem/2014_bmw_4-series_coupe_435i_fq_oem_4_300.jpg
200704629,435i 2dr Coupe (3.0L 6cyl Turbo 8A),BMW,4 Series,2015,"Highway:32;City:21",AUTOMATIC,2,4 Series Coupe,46250,A,,http://media.ed.edmunds-media.com/bmw/4-series/2014/oem/2014_bmw_4-series_coupe_435i_fq_oem_4_300.jpg
200704628,428i 2dr Coupe (2.0L 4cyl Turbo 8A),BMW,4 Series,2015,"Highway:35;City:23",AUTOMATIC,2,4 Series Coupe,40750,A,,http://media.ed.edmunds-media.com/bmw/4-series/2014/oem/2014_bmw_4-series_coupe_435i_fq_oem_4_300.jpg
200698042,428i xDrive SULEV 4dr Sedan AWD (2.0L 4cyl Turbo 8A),BMW,4 Series Gran Coupe,2015,"Highway:33;City:22",AUTOMATIC,4,4 Series Gran Coupe Sedan,42300,A,,http://media.ed.edmunds-media.com/bmw/4-series-gran-coupe/2015/oem/2015_bmw_4-series-gran-coupe_sedan_428i_fq_oem_6_300.jpg
